"longitude","latitude","which.ocean","year","month","trend","prob","measured_catch","eff"
-21.5,-11.5,"atl",2006,9,681,0.766867968834506,7118.4064292807,224941.347540485
-16.5,-11.5,"atl",2006,9,681,0.793321480023748,6594.08155579059,222529.166881956
-11.5,-11.5,"atl",2006,9,681,0.837104916959569,4869.03289527922,206299.817232828
-6.5,-11.5,"atl",2006,9,681,0.886267683957728,2992.24458000274,185765.309102628
-1.5,-11.5,"atl",2006,9,681,0.926947832645938,2055.90976932382,168052.009775486
3.5,-11.5,"atl",2006,9,681,0.95145132604676,1894.65595657896,154390.928934612
8.5,-11.5,"atl",2006,9,681,0.957661498914268,2184.2545438924,143540.78044225
13.5,-11.5,"atl",2006,9,681,0.944621794110212,2881.90227696415,134551.006335765
-31.5,-6.5,"atl",2006,9,681,0.845930440403175,9041.68051202455,160104.095767613
-26.5,-6.5,"atl",2006,9,681,0.767519552500232,10029.2555053833,207868.850276462
-21.5,-6.5,"atl",2006,9,681,0.766231069749077,11983.636283144,231096.718266131
-16.5,-6.5,"atl",2006,9,681,0.838371548367701,12359.1988793163,228203.46480955
-11.5,-6.5,"atl",2006,9,681,0.89234461616093,9528.01403943034,209172.003124968
-6.5,-6.5,"atl",2006,9,681,0.912848181766136,5947.08779194237,185980.116992111
-1.5,-6.5,"atl",2006,9,681,0.930189774392726,4389.96246485088,167189.206527388
3.5,-6.5,"atl",2006,9,681,0.9484874934692,4718.74772571668,153881.746710164
8.5,-6.5,"atl",2006,9,681,0.952854360611919,6287.38180048108,144229.987524131
-41.5,-1.5,"atl",2006,9,681,0.841848762907654,3926.97917474202,62857.3155422238
-36.5,-1.5,"atl",2006,9,681,0.846111244199443,13616.4068561434,106591.881451597
-31.5,-1.5,"atl",2006,9,681,0.824442341529832,21577.8181204058,158359.734516204
-26.5,-1.5,"atl",2006,9,681,0.760472710443099,30390.8242411319,200448.308263626
-21.5,-1.5,"atl",2006,9,681,0.761828489331288,34989.4067234746,214463.02756303
-16.5,-1.5,"atl",2006,9,681,0.840355351910833,32127.8193290844,203495.743291889
-11.5,-1.5,"atl",2006,9,681,0.872708861769161,25390.3093984407,181425.42740162
-6.5,-1.5,"atl",2006,9,681,0.841579644678863,19405.5056710122,161015.60935082
-1.5,-1.5,"atl",2006,9,681,0.83302494369737,16921.4889257374,150142.191698993
3.5,-1.5,"atl",2006,9,681,0.878976152540639,18520.8657309516,148856.616798047
8.5,-1.5,"atl",2006,9,681,0.883393626895861,24317.2085230566,154687.234788979
-46.5,3.5,"atl",2006,9,681,0.600786178399328,1723.97173444158,42566.5435418892
-41.5,3.5,"atl",2006,9,681,0.645295779575806,4668.84282944114,74040.0865298753
-36.5,3.5,"atl",2006,9,681,0.757574564404201,10271.9377966505,116200.881746438
-31.5,3.5,"atl",2006,9,681,0.798710955006022,17727.1167205937,159655.141536136
-26.5,3.5,"atl",2006,9,681,0.759351919652938,23418.3902324154,186331.985144692
-21.5,3.5,"atl",2006,9,681,0.754257155912981,23408.5611979335,183639.409501209
-16.5,3.5,"atl",2006,9,681,0.821176712031113,20291.1751339545,162635.071126616
-11.5,3.5,"atl",2006,9,681,0.868460439429032,20075.3194891026,139369.403307062
-6.5,3.5,"atl",2006,9,681,0.877154704150367,23374.4729105945,124440.193713714
-1.5,3.5,"atl",2006,9,681,0.887589361850446,23523.7939627199,123993.193840233
3.5,3.5,"atl",2006,9,681,0.900789737137063,17575.0363780051,139140.55660499
8.5,3.5,"atl",2006,9,681,0.855947531094389,11845.6068930894,171010.694325575
-56.5,8.5,"atl",2006,9,681,0.26543624890807,605.525164679242,22211.2987673698
-51.5,8.5,"atl",2006,9,681,0.476419822930324,1270.33355515573,37126.6466456134
-46.5,8.5,"atl",2006,9,681,0.559729392926381,2798.04260538742,61514.1667200569
-41.5,8.5,"atl",2006,9,681,0.648072275574331,4947.27668947376,94610.6309741544
-36.5,8.5,"atl",2006,9,681,0.75802672092576,6616.03493888231,131553.698321545
-31.5,8.5,"atl",2006,9,681,0.802785454428886,7432.72494670594,161155.336137743
-26.5,8.5,"atl",2006,9,681,0.783143688296349,7460.99618303413,169495.665865212
-21.5,8.5,"atl",2006,9,681,0.770465600330369,6738.79218098045,152981.389995002
-16.5,8.5,"atl",2006,9,681,0.815280266958394,5832.97408650992,127148.956034722
-81.5,13.5,"atl",2006,9,681,0.887942499499279,110.344135518885,46393.5281639577
-76.5,13.5,"atl",2006,9,681,0.873672142473064,236.657742137395,27072.6731780827
-71.5,13.5,"atl",2006,9,681,0.75073056367392,420.147846247117,21164.6243812215
-66.5,13.5,"atl",2006,9,681,0.550733543461135,517.31689973911,22144.3680717892
-61.5,13.5,"atl",2006,9,681,0.453179379053565,628.535841923122,28578.6338985638
-56.5,13.5,"atl",2006,9,681,0.469968928055554,901.188392347972,41735.8936129787
-51.5,13.5,"atl",2006,9,681,0.516839303344491,1658.94962638747,63275.0762370249
-46.5,13.5,"atl",2006,9,681,0.575239082436628,3356.63205228459,91717.4868976893
-41.5,13.5,"atl",2006,9,681,0.670501142325046,5496.5254322748,122177.981998217
-36.5,13.5,"atl",2006,9,681,0.772326371207214,6666.25878139057,147655.191188233
-31.5,13.5,"atl",2006,9,681,0.826656714949147,6611.80550384112,159877.698155062
-26.5,13.5,"atl",2006,9,681,0.837900375187691,6134.53329277799,153175.649002873
-21.5,13.5,"atl",2006,9,681,0.842774783958187,6180.41620580436,130863.614899492
-91.5,18.5,"atl",2006,9,681,0.451558010211059,1968.12756440314,34353.9938780837
-86.5,18.5,"atl",2006,9,681,0.776938946895044,399.362748715833,27826.3201935384
-81.5,18.5,"atl",2006,9,681,0.874349987992846,304.676579445867,24345.1506987659
-76.5,18.5,"atl",2006,9,681,0.887658764659368,439.341162311419,23826.7407546163
-66.5,18.5,"atl",2006,9,681,0.821938153616595,541.638135106427,35087.3448344044
-61.5,18.5,"atl",2006,9,681,0.735838007068052,646.489871225351,49570.0942469228
-56.5,18.5,"atl",2006,9,681,0.629104702733981,915.679537479716,71769.7114919905
-51.5,18.5,"atl",2006,9,681,0.55883353990537,1361.04403153072,100460.249279847
-46.5,18.5,"atl",2006,9,681,0.5597183674432,2057.45151805285,128721.159863949
-41.5,18.5,"atl",2006,9,681,0.633681648717577,3243.25073780599,148872.674021567
-36.5,18.5,"atl",2006,9,681,0.741612222215359,4890.41603888393,157171.983975488
-31.5,18.5,"atl",2006,9,681,0.82249013933943,5941.45857170946,153243.479814568
-26.5,18.5,"atl",2006,9,681,0.86702517730464,6699.42979012793,139601.686113128
-21.5,18.5,"atl",2006,9,681,0.89628898614099,11047.4877658398,120987.636301704
-16.5,18.5,"atl",2006,9,681,0.908014071046395,11457.0754598893,103413.920437901
-96.5,23.5,"atl",2006,9,681,0.745407074513293,437.580385025968,8984.66745923514
-91.5,23.5,"atl",2006,9,681,0.778348839343764,137.92505596763,10857.4083823054
-86.5,23.5,"atl",2006,9,681,0.829923489400109,87.8540180936927,13362.3667180935
-81.5,23.5,"atl",2006,9,681,0.888059173019988,148.905106222025,17005.3086747928
-76.5,23.5,"atl",2006,9,681,0.912144254155422,324.782369697799,22721.6803280103
-71.5,23.5,"atl",2006,9,681,0.881881603961985,407.447388674015,32335.5191804002
-66.5,23.5,"atl",2006,9,681,0.790892595997267,352.82792654174,48379.661905618
-61.5,23.5,"atl",2006,9,681,0.693100606425316,374.728228943376,72755.8277004108
-56.5,23.5,"atl",2006,9,681,0.629418905625661,480.21187616887,104950.650204681
-51.5,23.5,"atl",2006,9,681,0.581351808636822,580.948416457911,138581.512536186
-46.5,23.5,"atl",2006,9,681,0.551647503557397,701.447312869468,160593.921877488
-41.5,23.5,"atl",2006,9,681,0.567129730979857,1078.17237936399,164828.62259289
-36.5,23.5,"atl",2006,9,681,0.633076018003317,1961.8084827427,156120.289713789
-31.5,23.5,"atl",2006,9,681,0.72681664147573,3045.85913762724,142253.266590741
-26.5,23.5,"atl",2006,9,681,0.817636624312653,4825.89839577066,129983.049780827
-21.5,23.5,"atl",2006,9,681,0.883067376717997,15636.64978652,122415.458430869
-16.5,23.5,"atl",2006,9,681,0.906720286653708,28336.0074539159,117381.043771931
-91.5,28.5,"atl",2006,9,681,0.754672389184285,56.0237809306597,3968.06198637878
-86.5,28.5,"atl",2006,9,681,0.871133705772421,89.2051585480647,6813.68433346666
-76.5,28.5,"atl",2006,9,681,0.93261183918355,155.869933490974,19934.4783733124
-71.5,28.5,"atl",2006,9,681,0.856647307716165,273.349983764878,33878.13257258
-66.5,28.5,"atl",2006,9,681,0.655832942344318,532.995061513316,56343.1356478075
-61.5,28.5,"atl",2006,9,681,0.544593301236584,848.546634090101,88569.4044371141
-56.5,28.5,"atl",2006,9,681,0.571752337620177,1113.02143839718,126975.624649898
-51.5,28.5,"atl",2006,9,681,0.591127468812593,1380.61282753264,160185.674563557
-46.5,28.5,"atl",2006,9,681,0.568195473005245,1701.60052983934,172508.90994255
-41.5,28.5,"atl",2006,9,681,0.552747579365499,2066.4589902843,163337.323862543
-36.5,28.5,"atl",2006,9,681,0.579648463241026,2574.12632620443,145352.650773011
-31.5,28.5,"atl",2006,9,681,0.660267669755135,3577.71207612483,130030.744837337
-26.5,28.5,"atl",2006,9,681,0.772254469444389,6406.80097943377,125071.188668966
-21.5,28.5,"atl",2006,9,681,0.863586272257978,17362.7037710697,133433.729663116
-16.5,28.5,"atl",2006,9,681,0.903808881939589,26705.3783440836,147193.749985755
-11.5,28.5,"atl",2006,9,681,0.872091701772937,3008.5420824992,153778.936211844
-76.5,33.5,"atl",2006,9,681,0.909649076351903,136.68332841054,13633.3562555315
-71.5,33.5,"atl",2006,9,681,0.809295328584462,227.013813775726,28850.5185667465
-66.5,33.5,"atl",2006,9,681,0.693988205365111,886.842585580035,53840.4072164012
-61.5,33.5,"atl",2006,9,681,0.632222965597841,2631.99749489351,87756.0894785594
-56.5,33.5,"atl",2006,9,681,0.623590514042394,5433.48398567787,123788.553936023
-51.5,33.5,"atl",2006,9,681,0.623380056039556,10793.8702374589,149740.095262109
-46.5,33.5,"atl",2006,9,681,0.630101534651883,18642.6532346391,154621.132387439
-41.5,33.5,"atl",2006,9,681,0.674549742028501,19461.684438462,142769.86007974
-36.5,33.5,"atl",2006,9,681,0.751330701613174,14260.5585419573,127465.11099891
-31.5,33.5,"atl",2006,9,681,0.823489849590715,13023.1188622203,119039.663391525
-26.5,33.5,"atl",2006,9,681,0.878869444346212,16751.2390595204,125796.044085257
-21.5,33.5,"atl",2006,9,681,0.924065952250173,19949.4404896837,154138.252891284
-16.5,33.5,"atl",2006,9,681,0.947511468623827,16704.013830425,192770.690410197
-11.5,33.5,"atl",2006,9,681,0.93023201954488,8934.99873754114,210962.28385278
-71.5,38.5,"atl",2006,9,681,0.855497117025046,99.6111383592545,18581.8229620153
-66.5,38.5,"atl",2006,9,681,0.830688900420869,95.4720178497409,41027.1111915093
-61.5,38.5,"atl",2006,9,681,0.810182710755537,252.19838157867,69472.4943733129
-56.5,38.5,"atl",2006,9,681,0.792058721307618,1266.96363770517,94750.6811281212
-51.5,38.5,"atl",2006,9,681,0.795109149194254,5487.45007971543,109306.866506416
-46.5,38.5,"atl",2006,9,681,0.820050850593292,16003.643653287,112112.852580098
-41.5,38.5,"atl",2006,9,681,0.852707933223932,35161.0780377333,108505.848648818
-36.5,38.5,"atl",2006,9,681,0.883874248147783,52276.0814944762,105804.01467385
-31.5,38.5,"atl",2006,9,681,0.910243292440761,39860.7815639952,110994.98775677
-26.5,38.5,"atl",2006,9,681,0.933694049607445,23643.0397981223,133759.293550961
-21.5,38.5,"atl",2006,9,681,0.957318045477117,34693.5253355825,185642.229180554
-16.5,38.5,"atl",2006,9,681,0.970495563877245,63115.8811249877,249343.246865484
-11.5,38.5,"atl",2006,9,681,0.958397338967333,12249.2672816317,264112.06880228
-66.5,43.5,"atl",2006,9,681,0.831253073650956,276127.527115647,24913.7129846724
-61.5,43.5,"atl",2006,9,681,0.796333863308139,105716.335546254,44167.2774298588
-56.5,43.5,"atl",2006,9,681,0.897463217301397,5535.57786349605,57051.672972374
-51.5,43.5,"atl",2006,9,681,0.954456123952518,1101.0433047166,62123.9704051599
-46.5,43.5,"atl",2006,9,681,0.966858004306383,1806.75515090003,65557.0697512487
-41.5,43.5,"atl",2006,9,681,0.945440132932177,9138.88499551136,71811.2907677911
-36.5,43.5,"atl",2006,9,681,0.860189825748156,38827.9941126254,83696.6420497977
-31.5,43.5,"atl",2006,9,681,0.782595532728954,31959.5910279231,106317.777460349
-26.5,43.5,"atl",2006,9,681,0.841351772092153,11424.9050744414,150762.913512857
-21.5,43.5,"atl",2006,9,681,0.918469800205088,46763.7993929735,230201.475095262
-16.5,43.5,"atl",2006,9,681,0.950438193286956,428365.539317534,308526.536620191
-11.5,43.5,"atl",2006,9,681,0.940267098947728,15190.1141968818,287331.813139877
-61.5,48.5,"atl",2006,9,681,0.0428827787217731,1443969,23540.0781423017
-51.5,48.5,"atl",2006,9,681,0.859268333619746,16128.9514711259,28855.0884027299
-46.5,48.5,"atl",2006,9,681,0.956550494472088,819.979358104198,32228.2119574498
-41.5,48.5,"atl",2006,9,681,0.919552216788432,1878.12153129087,42518.7551763841
-36.5,48.5,"atl",2006,9,681,0.625079066554618,3469.92478169153,63719.2496452221
-31.5,48.5,"atl",2006,9,681,0.35438267024311,2858.30072298158,104129.665029316
-26.5,48.5,"atl",2006,9,681,0.487372028628186,2274.35028519109,178128.922244411
-21.5,48.5,"atl",2006,9,681,0.722179393105367,14335.4145990138,291996.708208533
-16.5,48.5,"atl",2006,9,681,0.819772655075149,207297.277335965,367575.276734001
-11.5,48.5,"atl",2006,9,681,0.799672152299238,82696.0160520123,278247.831715501
-6.5,48.5,"atl",2006,9,681,0.654008943905553,13436.1301108603,99180.6110057255
-46.5,53.5,"atl",2006,9,681,0.0744519997725483,2344.1134921941,13942.2772097427
-41.5,53.5,"atl",2006,9,681,0.267944593192707,492.61135209365,23192.1346792408
-36.5,53.5,"atl",2006,9,681,0.193336304984537,58.8164519016801,47159.5671864139
-31.5,53.5,"atl",2006,9,681,0.147149038421058,42.3246698152271,103672.939798028
-26.5,53.5,"atl",2006,9,681,0.255039320997938,248.84615048989,217899.908355864
-21.5,53.5,"atl",2006,9,681,0.417550445019387,1113.89717224228,376614.68402258
-16.5,53.5,"atl",2006,9,681,0.446631243488648,6743.19300383081,425878.321819752
-11.5,53.5,"atl",2006,9,681,0.315797515639987,1443969,247305.866176967
3.5,53.5,"atl",2006,9,681,0.0610068198709749,1443969,116.436167694182
-41.5,58.5,"atl",2006,9,681,0.00110819917205087,144.286062514573,12000.4473063544
-36.5,58.5,"atl",2006,9,681,0.0232354016760137,0.474970957258192,34275.6196474132
-31.5,58.5,"atl",2006,9,681,0.103524973440191,0.280945006239173,104312.178725809
-26.5,58.5,"atl",2006,9,681,0.201632793449674,20.8560218734514,272568.503118945
-21.5,58.5,"atl",2006,9,681,0.206851994159226,46.891997015502,490994.804625883
-16.5,58.5,"atl",2006,9,681,0.114107086039724,65.6442283274668,484659.650269475
-11.5,58.5,"atl",2006,9,681,0.0308505334956221,1443969,208014.469939497
-6.5,58.5,"atl",2006,9,681,0.00537509721333154,1443969,30802.4255274251
-1.5,58.5,"atl",2006,9,681,0.00147646149574595,1443969,1282.62843610579
3.5,58.5,"atl",2006,9,681,0.00088403206474158,1443969,16.479135305125
-66.5,-56.5,"atl",2006,10,682,0.000386394542649081,2.22044604925031e-16,41.5964164006272
-61.5,-56.5,"atl",2006,10,682,0.00104161810372086,3.40368111653476e-13,1072.45915476594
